time,job_id,num_gpu,submit_time,start_time,end_time,executed_time,JCT,duration,pending_time,preempt,promote
2960,application_1504131676014_20281,1,2736,2736,2960,224,224,72,0,0,0
2980,application_1504131676014_20330,1,2896,2896,2980,84,84,79,0,0,0
3066,application_1504131676014_20448,1,2986,2986,3066,80,80,78,0,0,0
3076,application_1504131676014_20349,1,2930,2930,3076,146,146,144,0,0,0
3076,application_1504131676014_20355,1,2931,2931,3076,145,145,145,0,0,0
3076,application_1504131676014_20398,1,2936,2936,3076,140,140,139,0,0,0
3086,application_1504131676014_20422,1,2939,2939,3086,147,147,143,0,0,0
3126,application_1504131676014_20416,1,2938,2938,3126,188,188,181,0,0,0
3136,application_1504131676014_20472,1,3056,3056,3136,80,80,77,0,0,0
3162,application_1504131676014_20368,1,2933,2933,3162,229,229,228,0,0,0
3162,application_1504131676014_20358,1,2931,2931,3162,231,231,231,0,0,0
3172,application_1504131676014_20367,1,2933,2933,3172,239,239,231,0,0,0
3172,application_1504131676014_20361,1,2932,2932,3172,240,240,231,0,0,0
3186,application_1504131676014_20433,1,2950,2950,3186,236,236,236,0,0,0
3186,application_1504131676014_19790,1,2281,2281,3186,905,905,355,0,0,0
3212,application_1504131676014_20037,1,2314,2314,3212,898,898,334,0,0,0
3232,application_1504131676014_20045,1,2315,2315,3232,917,917,346,0,0,0
3242,application_1504131676014_20124,1,2338,2338,3242,904,904,354,0,0,0
3252,application_1504131676014_20541,1,3176,3176,3252,76,76,68,0,0,0
3258,application_1504131676014_20625,1,3186,3186,3258,72,72,69,0,0,0
3300,application_1504131676014_19953,1,2299,2299,3300,1001,1001,346,0,0,0
3324,application_1504131676014_20665,1,3261,3261,3324,63,63,57,0,0,0
3324,application_1504131676014_20664,1,3258,3258,3324,66,66,63,0,0,0
3343,application_1504131676014_20606,1,3182,3182,3343,161,161,157,0,0,0
3343,application_1504131676014_20612,1,3183,3183,3343,160,160,159,0,0,0
3353,application_1504131676014_20573,1,3179,3179,3353,174,174,173,0,0,0
3353,application_1504131676014_20598,1,3181,3181,3353,172,172,164,0,0,0
3366,application_1504131676014_20696,1,3293,3293,3366,73,73,70,0,0,0
3366,application_1504131676014_20701,1,3294,3294,3366,72,72,71,0,0,0
3366,application_1504131676014_20715,1,3296,3296,3366,70,70,69,0,0,0
3366,application_1504131676014_20738,1,3298,3298,3366,68,68,68,0,0,0
3385,application_1504131676014_20791,1,3326,3326,3385,59,59,57,0,0,0
3438,application_1504131676014_20590,1,3180,3180,3438,258,258,257,0,0,0
3444,application_1504131676014_20712,1,3296,3296,3444,148,148,73,0,0,0
3454,application_1504131676014_20579,1,3179,3179,3454,275,275,162,0,0,0
3454,application_1504131676014_20602,1,3182,3182,3454,272,272,158,0,0,0
3454,application_1504131676014_20589,1,3180,3180,3454,274,274,162,0,0,0
3454,application_1504131676014_20536,1,3176,3176,3454,278,278,275,0,0,0
3454,application_1504131676014_20600,1,3181,3181,3454,273,273,158,0,0,0
3454,application_1504131676014_20811,1,3366,3366,3454,88,88,85,0,0,0
3464,application_1504131676014_20700,1,3294,3294,3464,170,170,77,0,0,0
3464,application_1504131676014_20730,1,3297,3297,3464,167,167,74,0,0,0
3464,application_1504131676014_20769,1,3300,3300,3464,164,164,75,0,0,0
3474,application_1504131676014_20773,1,3301,3301,3474,173,173,72,0,0,0
3514,application_1504131676014_20741,1,3298,3298,3514,216,216,73,0,0,0
3524,application_1504131676014_20764,1,3300,3300,3524,224,224,79,0,0,0
3566,application_1504131676014_20998,2,3552,3552,3566,14,14,13,0,0,0
3651,application_1504131676014_21003,1,3566,3566,3651,85,85,83,0,0,0
3671,application_1504131676014_21008,1,3586,3586,3671,85,85,77,0,0,0
3671,application_1504131676014_21010,1,3596,3596,3671,75,75,73,0,0,0
3689,application_1504131676014_21011,1,3606,3606,3689,83,83,82,0,0,0
3766,application_1504131676014_21027,1,3696,3696,3766,70,70,69,0,0,0
3886,application_1504131676014_20680,1,3292,3292,3886,594,594,573,0,0,0
3886,application_1504131676014_21076,2,3870,3870,3886,16,16,16,0,0,0
3916,application_1504131676014_21047,1,3776,3776,3916,140,140,139,0,0,0
3956,application_1504131676014_20681,1,3292,3292,3956,664,664,568,0,0,0
3956,application_1504131676014_20224,1,2515,2515,3956,1441,1441,1194,0,0,0
3959,application_1504131676014_21096,1,3886,3886,3959,73,73,72,0,0,0
4051,application_1504131676014_21217,2,4031,4031,4051,20,20,18,0,0,0
4085,application_1504131676014_21214,1,4016,4016,4085,69,69,69,0,0,0
4095,application_1504131676014_21205,1,3986,3986,4095,109,109,106,0,0,0
4105,application_1504131676014_21239,1,4085,4085,4105,20,20,20,0,0,0
4115,application_1504131676014_21194,1,3982,3982,4115,133,133,125,0,0,0
4115,application_1504131676014_20790,1,3324,3324,4115,791,791,666,0,0,0
4125,application_1504131676014_20775,1,3302,3302,4125,823,823,73,0,0,0
4145,application_1504131676014_21149,1,3965,3965,4145,180,180,180,0,0,0
4165,application_1504131676014_21125,1,3959,3959,4165,206,206,197,0,0,0
4175,application_1504131676014_21172,1,3978,3978,4175,197,197,194,0,0,0
4246,application_1504131676014_21189,1,3980,3980,4246,266,266,259,0,0,0
4256,application_1504131676014_21296,1,4186,4186,4256,70,70,64,0,0,0
4276,application_1504131676014_20817,1,3372,3372,4276,904,904,902,0,0,0
4286,application_1504131676014_20832,1,3376,3376,4286,910,910,907,0,0,0
4296,application_1504131676014_21144,1,3961,3961,4296,335,335,334,0,0,0
4296,application_1504131676014_20829,1,3376,3376,4296,920,920,917,0,0,0
4316,application_1504131676014_21142,1,3961,3961,4316,355,355,349,0,0,0
4316,application_1504131676014_21312,1,4226,4226,4316,90,90,85,0,0,0
4316,application_1504131676014_20862,1,3387,3387,4316,929,929,928,0,0,0
4346,application_1504131676014_20848,1,3380,3380,4346,966,966,962,0,0,0
4356,application_1504131676014_20912,1,3398,3398,4356,958,958,951,0,0,0
4376,application_1504131676014_21121,1,3956,3956,4376,420,420,76,0,0,0
4397,application_1504131676014_21351,1,4306,4306,4397,91,91,84,0,0,0
4397,application_1504131676014_21355,1,4316,4316,4397,81,81,73,0,0,0
4416,application_1504131676014_21382,1,4346,4346,4416,70,70,69,0,0,0
4456,application_1504131676014_20810,1,3361,3361,4456,1095,1095,1088,0,0,0
4516,application_1504131676014_20633,1,3202,3202,4516,1314,1314,1220,0,0,0
4536,application_1504131676014_21400,1,4416,4416,4536,120,120,72,0,0,0
4538,application_1504131676014_20782,1,3308,3308,4538,1230,1230,470,0,0,0
4540,application_1504131676014_21417,1,4466,4466,4540,74,74,74,0,0,0
4540,application_1504131676014_20853,1,3385,3385,4540,1155,1155,949,0,0,0
4557,application_1504131676014_21427,1,4476,4476,4557,81,81,74,0,0,0
4640,application_1504131676014_20878,1,3389,3389,4640,1251,1251,885,0,0,0
4654,application_1504131676014_21562,16,4610,4610,4654,44,44,42,0,0,0
4696,application_1504131676014_20825,1,3375,3375,4696,1321,1321,1079,0,0,0
4696,application_1504131676014_21432,1,4506,4506,4696,190,190,72,0,0,0
4712,application_1504131676014_20846,1,3380,3380,4712,1332,1332,874,0,0,0
4752,application_1504131676014_21438,1,4526,4526,4752,226,226,78,0,0,0
4796,application_1504131676014_21020,1,3651,3651,4796,1145,1145,348,0,0,0
4806,application_1504131676014_20227,1,2518,2518,4806,2288,2288,384,0,0,0
4816,application_1504131676014_21594,1,4666,4666,4816,150,150,78,0,0,0
4836,application_1504131676014_21602,1,4686,4686,4836,150,150,73,0,0,0
4836,application_1504131676014_21613,1,4696,4696,4836,140,140,74,0,0,0
4900,application_1504131676014_20886,1,3391,3391,4900,1509,1509,978,0,0,0
4900,application_1504131676014_21561,1,4608,4608,4900,292,292,155,0,0,0
4906,application_1504131676014_21669,1,4796,4796,4906,110,110,71,0,0,0
4906,application_1504131676014_20842,1,3380,3380,4906,1526,1526,938,0,0,0
4916,application_1504131676014_21665,1,4786,4786,4916,130,130,76,0,0,0
4950,application_1504131676014_21716,1,4875,4875,4950,75,75,69,0,0,0
4950,application_1504131676014_21643,1,4742,4742,4950,208,208,140,0,0,0
4952,application_1504131676014_21744,1,4877,4877,4952,75,75,70,0,0,0
4952,application_1504131676014_21723,1,4875,4875,4952,77,77,72,0,0,0
4957,application_1504131676014_21852,1,4886,4886,4957,71,71,70,0,0,0
4957,application_1504131676014_21809,1,4882,4882,4957,75,75,72,0,0,0
4957,application_1504131676014_21712,1,4874,4874,4957,83,83,71,0,0,0
4964,application_1504131676014_21816,1,4883,4883,4964,81,81,68,0,0,0
4964,application_1504131676014_21720,1,4875,4875,4964,89,89,71,0,0,0
4964,application_1504131676014_21798,1,4881,4881,4964,83,83,69,0,0,0
4964,application_1504131676014_21866,1,4887,4887,4964,77,77,76,0,0,0
4964,application_1504131676014_21828,1,4884,4884,4964,80,80,71,0,0,0
4967,application_1504131676014_21870,1,4887,4887,4967,80,80,73,0,0,0
4967,application_1504131676014_21850,1,4886,4886,4967,81,81,73,0,0,0
4970,application_1504131676014_21766,1,4879,4879,4970,91,91,71,0,0,0
4970,application_1504131676014_21835,1,4884,4884,4970,86,86,68,0,0,0
4970,application_1504131676014_21867,1,4887,4887,4970,83,83,70,0,0,0
4978,application_1504131676014_21740,1,4877,4877,4978,101,101,77,0,0,0
4978,application_1504131676014_21849,1,4886,4886,4978,92,92,75,0,0,0
4984,application_1504131676014_21751,1,4878,4878,4984,106,106,69,0,0,0
4986,application_1504131676014_21887,1,4888,4888,4986,98,98,76,0,0,0
4987,application_1504131676014_21761,1,4878,4878,4987,109,109,69,0,0,0
4987,application_1504131676014_21863,1,4886,4886,4987,101,101,68,0,0,0
5006,application_1504131676014_21855,1,4886,4886,5006,120,120,72,0,0,0
5107,application_1504131676014_22124,1,5006,5006,5107,101,101,73,0,0,0
5107,application_1504131676014_21892,1,4906,4906,5107,201,201,146,0,0,0
5156,application_1504131676014_22225,1,5076,5076,5156,80,80,71,0,0,0
5237,application_1504131676014_20876,1,3389,3389,5237,1848,1848,928,0,0,0
5247,application_1504131676014_21681,2,4852,5227,5247,20,395,17,375,0,0
5287,application_1504131676014_20874,1,3389,3389,5287,1898,1898,890,0,0,0
5307,application_1504131676014_22309,1,5186,5186,5307,121,121,72,0,0,0
5307,application_1504131676014_20894,1,3393,3393,5307,1914,1914,1041,0,0,0
5307,application_1504131676014_21418,1,4466,4466,5307,841,841,592,0,0,0
5327,application_1504131676014_22324,1,5227,5227,5327,100,100,82,0,0,0
5337,application_1504131676014_21618,1,4702,4702,5337,635,635,500,0,0,0
5367,application_1504131676014_22165,1,5052,5052,5367,315,315,300,0,0,0
5376,application_1504131676014_22150,1,5051,5051,5376,325,325,302,0,0,0
5386,application_1504131676014_22148,1,5051,5051,5386,335,335,311,0,0,0
5396,application_1504131676014_20841,1,3380,3380,5396,2016,2016,1109,0,0,0
5413,application_1504131676014_22304,1,5182,5182,5413,231,231,185,0,0,0
5413,application_1504131676014_22255,1,5087,5087,5413,326,326,295,0,0,0
5423,application_1504131676014_21770,1,4879,4879,5423,544,544,459,0,0,0
5433,application_1504131676014_22222,1,5076,5076,5433,357,357,313,0,0,0
5433,application_1504131676014_22305,1,5182,5182,5433,251,251,220,0,0,0
5443,application_1504131676014_22223,1,5076,5076,5443,367,367,301,0,0,0
5443,application_1504131676014_21888,1,4890,4890,5443,553,553,461,0,0,0
5455,application_1504131676014_22308,1,5186,5186,5455,269,269,232,0,0,0
5475,application_1504131676014_22299,1,5181,5181,5475,294,294,249,0,0,0
5485,application_1504131676014_22364,1,5376,5376,5485,109,109,70,0,0,0
5495,application_1504131676014_21702,1,4873,4873,5495,622,622,544,0,0,0
5515,application_1504131676014_21788,1,4881,4881,5515,634,634,545,0,0,0
5577,application_1504131676014_22316,1,5197,5197,5577,380,380,314,0,0,0
5626,application_1504131676014_22141,1,5050,5050,5626,576,576,512,0,0,0
5646,application_1504131676014_22419,1,5536,5536,5646,110,110,73,0,0,0
5666,application_1504131676014_22161,1,5052,5052,5666,614,614,509,0,0,0
5676,application_1504131676014_21698,1,4873,4873,5676,803,803,606,0,0,0
5686,application_1504131676014_22194,1,5073,5073,5686,613,613,511,0,0,0
5706,application_1504131676014_22243,1,5085,5085,5706,621,621,516,0,0,0
5706,application_1504131676014_22240,1,5085,5085,5706,621,621,509,0,0,0
5706,application_1504131676014_22175,1,5060,5060,5706,646,646,499,0,0,0
5750,application_1504131676014_22452,1,5596,5596,5750,154,154,74,0,0,0
5766,application_1504131676014_22479,1,5626,5626,5766,140,140,84,0,0,0
5846,application_1504131676014_22517,1,5696,5696,5846,150,150,82,0,0,0
5876,application_1504131676014_22421,1,5540,5540,5876,336,336,251,0,0,0
5936,application_1504131676014_22578,1,5766,5766,5936,170,170,90,0,0,0
5936,application_1504131676014_22706,1,5846,5846,5936,90,90,66,0,0,0
5959,application_1504131676014_22371,1,5403,5403,5959,556,556,357,0,0,0
6059,application_1504131676014_22964,1,5936,5936,6059,123,123,77,0,0,0
6069,application_1504131676014_21526,1,4542,4542,6069,1527,1527,1109,0,0,0
6074,application_1504131676014_22523,1,5716,5716,6074,358,358,206,0,0,0
6074,application_1504131676014_20795,1,3333,3333,6074,2741,2741,2265,0,0,0
6074,application_1504131676014_21391,1,4377,4377,6074,1697,1697,1123,0,0,0
6074,application_1504131676014_22079,1,4983,4983,6074,1091,1091,877,0,0,0
6076,application_1504131676014_21520,1,4541,4541,6076,1535,1535,1093,0,0,0
6146,application_1504131676014_21977,1,4952,4952,6146,1194,1194,902,0,0,0
6146,application_1504131676014_22544,1,5720,5720,6146,426,426,261,0,0,0
6156,application_1504131676014_23018,1,6076,6076,6156,80,80,79,0,0,0
6182,application_1504131676014_20784,1,3315,3315,6182,2867,2867,2294,0,0,0
6182,application_1504131676014_21515,1,4540,4540,6182,1642,1642,1190,0,0,0
6182,application_1504131676014_22089,1,4985,4985,6182,1197,1197,896,0,0,0
6182,application_1504131676014_22385,1,5445,5445,6182,737,737,434,0,0,0
6222,application_1504131676014_22101,1,4987,4987,6222,1235,1235,878,0,0,0
6222,application_1504131676014_21931,1,4941,4941,6222,1281,1281,906,0,0,0
6222,application_1504131676014_22077,1,4982,4982,6222,1240,1240,918,0,0,0
6232,application_1504131676014_23016,2,6074,6222,6232,10,158,7,148,0,0
6242,application_1504131676014_22016,1,4964,4964,6242,1278,1278,892,0,0,0
6242,application_1504131676014_21968,1,4950,4950,6242,1292,1292,951,0,0,0
6242,application_1504131676014_22589,2,5778,6222,6242,20,464,11,444,0,0
6258,application_1504131676014_21999,1,4957,4957,6258,1301,1301,907,0,0,0
6258,application_1504131676014_22541,1,5719,5719,6258,539,539,323,0,0,0
6258,application_1504131676014_22966,2,5939,6242,6258,16,319,15,303,0,0
6300,application_1504131676014_22025,1,4967,4967,6300,1333,1333,974,0,0,0
6314,application_1504131676014_21481,1,4539,4539,6314,1775,1775,1119,0,0,0
6326,application_1504131676014_22034,1,4970,4970,6326,1356,1356,864,0,0,0
6333,application_1504131676014_23535,1,6261,6261,6333,72,72,55,0,0,0
6333,application_1504131676014_23551,1,6267,6267,6333,66,66,58,0,0,0
6342,application_1504131676014_23514,1,6258,6258,6342,84,84,55,0,0,0
6345,application_1504131676014_23528,1,6260,6260,6345,85,85,57,0,0,0
6354,application_1504131676014_23558,1,6295,6295,6354,59,59,46,0,0,0
6354,application_1504131676014_23566,1,6296,6296,6354,58,58,45,0,0,0
6354,application_1504131676014_23615,1,6306,6306,6354,48,48,43,0,0,0
6361,application_1504131676014_23631,1,6308,6308,6361,53,53,48,0,0,0
6361,application_1504131676014_23602,1,6303,6303,6361,58,58,46,0,0,0
6361,application_1504131676014_23579,1,6298,6298,6361,63,63,49,0,0,0
6361,application_1504131676014_23643,1,6311,6311,6361,50,50,44,0,0,0
6371,application_1504131676014_23582,1,6299,6299,6371,72,72,52,0,0,0
6371,application_1504131676014_23720,1,6322,6322,6371,49,49,44,0,0,0
6371,application_1504131676014_23692,1,6318,6318,6371,53,53,47,0,0,0
6371,application_1504131676014_23707,1,6320,6320,6371,51,51,45,0,0,0
6371,application_1504131676014_23663,1,6314,6314,6371,57,57,50,0,0,0
6371,application_1504131676014_23730,1,6323,6323,6371,48,48,46,0,0,0
6371,application_1504131676014_23649,1,6312,6312,6371,59,59,51,0,0,0
6371,application_1504131676014_23646,1,6311,6311,6371,60,60,47,0,0,0
6381,application_1504131676014_23779,1,6330,6330,6381,51,51,43,0,0,0
6381,application_1504131676014_23734,1,6323,6323,6381,58,58,44,0,0,0
6381,application_1504131676014_23613,1,6306,6306,6381,75,75,64,0,0,0
6381,application_1504131676014_23658,1,6313,6313,6381,68,68,49,0,0,0
6381,application_1504131676014_23617,1,6307,6307,6381,74,74,50,0,0,0
6381,application_1504131676014_23765,1,6328,6328,6381,53,53,45,0,0,0
6381,application_1504131676014_23706,1,6320,6320,6381,61,61,46,0,0,0
6381,application_1504131676014_23749,1,6326,6326,6381,55,55,47,0,0,0
6381,application_1504131676014_23718,1,6321,6321,6381,60,60,48,0,0,0
6381,application_1504131676014_23593,1,6301,6301,6381,80,80,60,0,0,0
6381,application_1504131676014_23970,2,6361,6361,6381,20,20,16,0,0,0
6391,application_1504131676014_23747,1,6326,6326,6391,65,65,59,0,0,0
6391,application_1504131676014_23793,1,6332,6332,6391,59,59,55,0,0,0
6391,application_1504131676014_23603,1,6304,6304,6391,87,87,48,0,0,0
6391,application_1504131676014_23711,1,6320,6320,6391,71,71,51,0,0,0
6391,application_1504131676014_23814,1,6335,6335,6391,56,56,50,0,0,0
6391,application_1504131676014_23827,1,6337,6337,6391,54,54,52,0,0,0
6391,application_1504131676014_23583,1,6299,6299,6391,92,92,49,0,0,0
6401,application_1504131676014_23916,1,6348,6348,6401,53,53,47,0,0,0
6401,application_1504131676014_23774,1,6329,6329,6401,72,72,62,0,0,0
6401,application_1504131676014_23855,1,6340,6340,6401,61,61,47,0,0,0
6401,application_1504131676014_23845,1,6339,6339,6401,62,62,43,0,0,0
6401,application_1504131676014_23795,1,6333,6333,6401,68,68,62,0,0,0
6401,application_1504131676014_23859,1,6341,6341,6401,60,60,45,0,0,0
6401,application_1504131676014_23811,1,6334,6334,6401,67,67,60,0,0,0
6408,application_1504131676014_23923,1,6348,6348,6408,60,60,43,0,0,0
6409,application_1504131676014_23927,1,6348,6348,6409,61,61,52,0,0,0
6416,application_1504131676014_23899,1,6345,6345,6416,71,71,63,0,0,0
6419,application_1504131676014_23917,1,6348,6348,6419,71,71,60,0,0,0
6422,application_1504131676014_23959,1,6354,6354,6422,68,68,45,0,0,0
6427,application_1504131676014_23921,1,6348,6348,6427,79,79,49,0,0,0
6429,application_1504131676014_21491,1,4539,4539,6429,1890,1890,1326,0,0,0
6432,application_1504131676014_23830,1,6337,6337,6432,95,95,45,0,0,0
6442,application_1504131676014_23826,1,6336,6336,6442,106,106,79,0,0,0
6442,application_1504131676014_23864,1,6342,6342,6442,100,100,50,0,0,0
6442,application_1504131676014_23968,1,6356,6356,6442,86,86,71,0,0,0
6452,application_1504131676014_21475,1,4538,4538,6452,1914,1914,1398,0,0,0
6452,application_1504131676014_23590,1,6300,6300,6452,152,152,95,0,0,0
6462,application_1504131676014_24019,1,6412,6412,6462,50,50,47,0,0,0
6462,application_1504131676014_21445,1,4536,4536,6462,1926,1926,1352,0,0,0
6462,application_1504131676014_21507,1,4540,4540,6462,1922,1922,1281,0,0,0
6472,application_1504131676014_24054,1,6418,6418,6472,54,54,53,0,0,0
6472,application_1504131676014_24101,1,6427,6427,6472,45,45,45,0,0,0
6472,application_1504131676014_24011,1,6411,6411,6472,61,61,56,0,0,0
6472,application_1504131676014_24023,1,6413,6413,6472,59,59,54,0,0,0
6472,application_1504131676014_24081,1,6424,6424,6472,48,48,44,0,0,0
6472,application_1504131676014_24002,1,6409,6409,6472,63,63,50,0,0,0
6482,application_1504131676014_24100,1,6427,6427,6482,55,55,49,0,0,0
6482,application_1504131676014_24074,1,6422,6422,6482,60,60,55,0,0,0
6482,application_1504131676014_24006,1,6410,6410,6482,72,72,57,0,0,0
6482,application_1504131676014_24033,1,6414,6414,6482,68,68,46,0,0,0
6482,application_1504131676014_24004,1,6410,6410,6482,72,72,53,0,0,0
6482,application_1504131676014_24073,1,6422,6422,6482,60,60,49,0,0,0
